name,category,address,district,hours,lat,lng,rating,price,avg_bill,middle_avg_bill,middle_coffee_cup,chain,seats
Тарелка,столовая,"Москва, улица Земляной Вал, 9",Центральный административный округ,пн-пт 08:00–20:00; сб 08:00–18:00; вс 09:00–18:00,55.761718,37.657889,4.1,средние,Средний счёт:250–350 ₽,300.0,,1,132.0
Bodrero,кофейня,"Москва, улица Сретенка, 9",Центральный административный округ,"пн-пт 08:00–22:00; сб,вс 10:00–22:00",55.767602,37.631515,5.0,,,,,1,28.0
Meat&more,ресторан,"Москва, улица Покровка, 40с2",Центральный административный округ,"ежедневно, круглосуточно",55.762033,37.653036,4.4,выше среднего,Средний счёт:1500 ₽,1500.0,,0,
Тинто,кофейня,"Москва, Малый Казённый переулок, 2",Центральный административный округ,"ежедневно, 09:00–21:00",55.759976,37.652691,4.6,,,,,0,
За Думой,кофейня,"Москва, Лубянский проезд, 5, стр. 1",Центральный административный округ,"пн-пт 10:00–22:00; сб,вс 12:00–22:00",55.75878,37.629375,5.0,средние,,,,0,80.0
Парос,ресторан,"Москва, Спартаковская улица, 8",Центральный административный округ,"ежедневно, 09:00–23:00",55.771761,37.673838,4.7,,,,,0,34.0
Чихо,быстрое питание,"Москва, Кривоколенный переулок, 12с10",Центральный административный округ,пн-чт 11:00–23:00; пт 11:00–00:00; сб 12:00–00:00; вс 12:00–23:00,55.761972,37.6359,4.7,средние,Средний счёт:300–1000 ₽,650.0,,1,
Хачапури,кафе,"Москва, Кривоколенный переулок, 12, стр. 8",Центральный административный округ,"ежедневно, 11:00–23:00",55.76162,37.636027,4.6,выше среднего,Средний счёт:1500 ₽,1500.0,,1,
Имеджин кафе,"бар,паб","Москва, улица Покровка, 16",Центральный административный округ,"ежедневно, 11:30–05:00",55.75858,37.646159,4.5,средние,Средний счёт:1000–1200 ₽,1100.0,,0,90.0
Бобры и утки,"бар,паб","Москва, Чистопрудный бульвар, 1А",Центральный административный округ,"ежедневно, круглосуточно",55.764697,37.63973,4.4,выше среднего,Средний счёт:1000–1500 ₽,1250.0,,1,60.0
VASILCHUKÍ Chaihona №1,ресторан,"Москва, улица Земляной Вал, 33",Центральный административный округ,"ежедневно, 10:00–23:00",55.756349,37.659194,4.4,выше среднего,Средний счёт:от 1500 ₽,1500.0,,1,215.0
Цурцум_кафе,ресторан,"Москва, 4-й Сыромятнический переулок, 1/8с6",Центральный административный округ,"ежедневно, 09:30–23:00",55.755622,37.66479,4.3,средние,Средний счёт:500–1000 ₽,750.0,,0,
Столица,кофейня,"Москва, улица Земляной Вал, 2",Центральный административный округ,"ежедневно, круглосуточно",55.763066,37.656373,4.9,,,,,0,85.0
Чайная высота,кафе,"Москва, улица Покровка, 27",Центральный административный округ,"ежедневно, 11:00–23:00",55.759991,37.647827,4.4,средние,Средний счёт:400–1000 ₽,700.0,,1,
Introvert. place,кофейня,"Москва, Мясницкая улица, 41с3",Центральный административный округ,"ежедневно, 11:00–22:00",55.768246,37.642538,4.5,средние,Средний счёт:350–600 ₽,475.0,,0,
Brasserie Lambic,"бар,паб","Москва, Большой Черкасский переулок, 15-17с1",Центральный административный округ,"пн-чт 12:00–00:00; пт,сб 12:00–03:00; вс 12:00–00:00",55.756205,37.627348,4.8,средние,Средний счёт:1000 ₽,1000.0,,1,
Доктор Ватсон,"бар,паб","Москва, улица Земляной Вал, 14-16с1",Центральный административный округ,"пн-пт 10:00–23:00; сб,вс 12:00–23:00",55.761291,37.656921,4.3,,,,,0,
Testa,кафе,"Москва, улица Сретенка, 24/2с1",Центральный административный округ,"пн-чт 12:00–23:00; пт,сб 12:00–02:00; вс 12:00–23:00",55.769812,37.632827,4.9,выше среднего,Средний счёт:1000–1500 ₽,1250.0,,0,
Soul in the Bowl,кафе,"Москва, улица Земляной Вал, 9",Центральный административный округ,пн-пт 08:00–20:00,55.76169,37.658536,4.1,,,,,1,132.0
Каюк-компания,"бар,паб","Москва, Новорязанская улица, 2/7",Центральный административный округ,пн-пт 11:00–23:00,55.771278,37.655668,4.3,высокие,Средний счёт:1500–2000 ₽,1750.0,,0,45.0
Вареничная № 1,кафе,"Москва, улица Земляной Вал, 33",Центральный административный округ,"ежедневно, 10:00–23:00",55.756784,37.658923,4.3,средние,Средний счёт:700–1500 ₽,1100.0,,1,215.0
ФО Оань,ресторан,"Москва, Мясницкая улица, 24/7с8",Центральный административный округ,"ежедневно, 10:00–22:00",55.762986,37.635663,5.0,средние,Средний счёт:600–1000 ₽,800.0,,0,
We Cidreria,"бар,паб","Москва, Лубянский проезд, 15, стр. 2",Центральный административный округ,"пн-чт 12:00–00:00; пт,сб 12:00–02:00; вс 12:00–00:00",55.756248,37.632967,4.9,,,,,1,220.0
Brasserie Lambic,"бар,паб","Москва, Мясницкая улица, 40А",Центральный административный округ,"пн-чт 12:00–00:00; пт,сб 12:00–03:00; вс 12:00–00:00",55.766633,37.640824,4.7,средние,Средний счёт:1000 ₽,1000.0,,1,60.0
